session_id,participant_id,enumerator_id,treatment_group,language,currency_rate,app_version,round_index,is_practice,dose,fertilizer_used,savings,rain_outcome,rain_seed,rain_draw,price_outcome,price_seed,price_draw,yield,price_level,revenue,decision_start_time,decision_end_time,decision_duration_ms,dose_trajectory_json
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,practice,true,10,true,15,good,K-rpractice-rain,0.5284215457207371,low,K-rpractice-price,0.8140724982072154,27.119999999999997,0.6,24.071999999999996,2026-06-04T10:51:50.396Z,2026-06-04T10:52:53.467Z,63071.59999999404,"[{""t"":215014.19999998808,""value"":1},{""t"":215342.09999999404,""value"":2},{""t"":215962.59999999404,""value"":3},{""t"":216388.79999998212,""value"":4},{""t"":216764.40000000596,""value"":5},{""t"":218598.79999998212,""value"":6},{""t"":219073.90000000596,""value"":7},{""t"":219482.09999999404,""value"":8},{""t"":219894,""value"":9},{""t"":220529.40000000596,""value"":10}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,0,false,5,true,20,good,K-r0-rain,0.47198842791519535,low,K-r0-price,0.7458044818482218,21.310000000000002,0.6,25.586000000000002,2026-06-04T10:53:25.663Z,2026-06-04T10:54:26.752Z,61088.90000000596,"[{""t"":305748,""value"":1},{""t"":307071,""value"":2},{""t"":318680.2999999821,""value"":3},{""t"":319971.7999999821,""value"":4},{""t"":321413.2999999821,""value"":5}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,1,false,5,true,20,normal,K-r1-rain,0.668651185588707,high,K-r1-price,0.0640333561132199,14.65,1.6,30.64,2026-06-04T10:54:43.973Z,2026-06-04T10:54:51.502Z,7528.5,"[{""t"":342790.1999999881,""value"":1},{""t"":343017.2999999821,""value"":2},{""t"":343214.40000000596,""value"":3},{""t"":344474.2999999821,""value"":4},{""t"":346736.6999999881,""value"":5}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,2,false,3,true,22,normal,K-r2-rain,0.3611683497149954,high,K-r2-price,0.2581500914659833,12.29,1.6,28.863999999999997,2026-06-04T10:55:39.072Z,2026-06-04T10:55:50.580Z,11507.799999982119,"[{""t"":403507.6999999881,""value"":1},{""t"":403832.5,""value"":2},{""t"":404454.09999999404,""value"":3}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,3,false,10,true,15,good,K-r3-rain,0.0931719107472808,low,K-r3-price,0.9137793796764405,27.119999999999997,0.6,24.071999999999996,2026-06-04T10:57:28.026Z,2026-06-04T10:57:37.880Z,9854,"[{""t"":506585.09999999404,""value"":1},{""t"":506761.90000000596,""value"":2},{""t"":506943.40000000596,""value"":3},{""t"":507104.5,""value"":4},{""t"":508923.40000000596,""value"":5},{""t"":509299.09999999404,""value"":6},{""t"":510494.59999999404,""value"":7},{""t"":511358.09999999404,""value"":8},{""t"":512557.09999999404,""value"":9},{""t"":513261.2999999821,""value"":10}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,4,false,7,true,18,good,K-r4-rain,0.3436849541171333,mid,K-r4-price,0.4344979440363737,24.054,1,30.054,2026-06-04T10:57:52.709Z,2026-06-04T10:57:59.670Z,6960.9000000059605,"[{""t"":531545.099999994,""value"":1},{""t"":531754.5,""value"":2},{""t"":532298.5,""value"":3},{""t"":532495.599999994,""value"":4},{""t"":532787.099999994,""value"":5},{""t"":533016.7999999821,""value"":6},{""t"":533689.6999999881,""value"":7}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,5,false,10,true,15,normal,K-r5-rain,0.8190827574905558,mid,K-r5-price,0.6879693297572663,18.8,1,25.8,2026-06-04T10:58:15.497Z,2026-06-04T10:58:22.209Z,6712.5,"[{""t"":554153.1999999881,""value"":1},{""t"":554361.5,""value"":2},{""t"":554513.599999994,""value"":3},{""t"":554675.099999994,""value"":4},{""t"":555166.1999999881,""value"":5},{""t"":555347.7999999821,""value"":6},{""t"":555692.7999999821,""value"":7},{""t"":555854.1999999881,""value"":8},{""t"":556197.7999999821,""value"":9},{""t"":556343.5,""value"":10}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,6,false,10,true,15,drought,K-r6-rain,0.9794687103768347,low,K-r6-price,0.9236027637861036,2,0.6,15,2026-06-04T10:58:29.067Z,2026-06-04T10:58:35.188Z,6121.5,"[{""t"":567593,""value"":1},{""t"":567785.400000006,""value"":2},{""t"":567963.400000006,""value"":3},{""t"":569224.1999999881,""value"":4},{""t"":569356.7999999821,""value"":5},{""t"":569666.7999999821,""value"":6},{""t"":570064.5,""value"":7},{""t"":570353.900000006,""value"":8},{""t"":570679.1999999881,""value"":9},{""t"":571321.900000006,""value"":10}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,7,false,3,true,22,good,K-r7-rain,0.06751673841812361,mid,K-r7-price,0.6620572158740838,18.006,1,28.006,2026-06-04T10:58:42.981Z,2026-06-04T10:58:45.828Z,2847.800000011921,"[{""t"":581388,""value"":1},{""t"":581598.1999999881,""value"":2},{""t"":581763.099999994,""value"":3}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,8,false,6,true,19,drought,K-r8-rain,0.9800598585739102,mid,K-r8-price,0.7987539911743735,2,1,19,2026-06-04T10:58:58.024Z,2026-06-04T10:59:06.666Z,8642.199999988079,"[{""t"":596287.1999999881,""value"":1},{""t"":596463.099999994,""value"":2},{""t"":596646.1999999881,""value"":3},{""t"":597088.1999999881,""value"":4},{""t"":597562.1999999881,""value"":5},{""t"":602816.5,""value"":6}]"
c880b5e6-a90a-4e5a-ac04-17d2ef458e57,K,1,,en,5,0.3.0-v2,9,false,5,true,20,good,K-r9-rain,0.3659281071348306,low,K-r9-price,0.6794395063586312,21.310000000000002,0.6,25.586000000000002,2026-06-04T10:59:10.906Z,2026-06-04T10:59:18.600Z,7693.4000000059605,"[{""t"":613475.5,""value"":1},{""t"":613667,""value"":2},{""t"":613834.6999999881,""value"":3},{""t"":613997.400000006,""value"":4},{""t"":614305.5,""value"":5}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,practice,true,10,true,15,good,Eh-rpractice-rain,0.5008801734489642,mid,Eh-rpractice-price,0.5848232816823384,27.119999999999997,1,30.119999999999997,2026-06-08T04:58:05.835Z,2026-06-08T04:58:13.987Z,8152.200000047684,"[{""t"":368657.3000000119,""value"":1},{""t"":369080.40000003576,""value"":2},{""t"":369245.5,""value"":3},{""t"":369621.90000003576,""value"":4},{""t"":372011.5,""value"":5},{""t"":372402.5,""value"":6},{""t"":373139,""value"":7},{""t"":373332.90000003576,""value"":8},{""t"":373667.10000002384,""value"":9},{""t"":374203.6999999881,""value"":10}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,0,false,10,true,15,drought,Eh-r0-rain,0.9837344931897933,low,Eh-r0-price,0.7133058268642652,2,0.6,15,2026-06-08T04:58:18.160Z,2026-06-08T04:58:23.906Z,5745.700000047684,"[{""t"":380671,""value"":1},{""t"":380847.40000003576,""value"":2},{""t"":381634.1999999881,""value"":3},{""t"":381796.5,""value"":4},{""t"":381993.90000003576,""value"":5},{""t"":382138.60000002384,""value"":6},{""t"":382448.8000000119,""value"":7},{""t"":382631.5,""value"":8},{""t"":382776.40000003576,""value"":9},{""t"":383173.90000003576,""value"":10}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,1,false,4,true,21,good,Eh-r1-rain,0.3978419766196581,mid,Eh-r1-price,0.37690724333110087,19.728,1,28.728,2026-06-08T04:58:28.097Z,2026-06-08T04:58:32.769Z,4671.699999988079,"[{""t"":390622.8000000119,""value"":1},{""t"":392880.5,""value"":2},{""t"":393086.10000002384,""value"":3},{""t"":393257.40000003576,""value"":4}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,2,false,5,true,20,drought,Eh-r2-rain,0.8061366636091182,mid,Eh-r2-price,0.6281587691350737,2,1,20,2026-06-08T04:58:36.099Z,2026-06-08T04:58:40.128Z,4029.099999964237,"[{""t"":398725.6999999881,""value"":1},{""t"":398918.8000000119,""value"":2},{""t"":399133,""value"":3},{""t"":399510.3000000119,""value"":4},{""t"":399720.1999999881,""value"":5}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,3,false,7,true,18,normal,Eh-r3-rain,0.6030620072505111,mid,Eh-r3-price,0.591604192640991,16.61,1,26.61,2026-06-08T04:58:42.812Z,2026-06-08T04:58:47.513Z,4701.100000023842,"[{""t"":405241.6999999881,""value"":1},{""t"":406153.40000003576,""value"":2},{""t"":406381.40000003576,""value"":3},{""t"":406761,""value"":4},{""t"":407120.8000000119,""value"":5},{""t"":407527.60000002384,""value"":6},{""t"":407906.6999999881,""value"":7}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,4,false,5,true,20,good,Eh-r4-rain,0.3828648081330346,mid,Eh-r4-price,0.12375118973696568,21.310000000000002,1,29.310000000000002,2026-06-08T04:58:50.440Z,2026-06-08T04:58:54.598Z,4158.199999988079,"[{""t"":412902.8000000119,""value"":1},{""t"":413075.6999999881,""value"":2},{""t"":413288.5,""value"":3},{""t"":413636,""value"":4},{""t"":414014.90000003576,""value"":5}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,5,false,10,true,15,good,Eh-r5-rain,0.12435070972307741,high,Eh-r5-price,0.3549129189158602,27.119999999999997,1.6,39.19199999999999,2026-06-08T04:58:57.807Z,2026-06-08T04:59:02.812Z,5005.300000011921,"[{""t"":420187.40000003576,""value"":1},{""t"":420379.5,""value"":2},{""t"":420742.60000002384,""value"":3},{""t"":421186.60000002384,""value"":4},{""t"":421325.90000003576,""value"":5},{""t"":421687.10000002384,""value"":6},{""t"":422086.3000000119,""value"":7},{""t"":422242.90000003576,""value"":8},{""t"":422397.60000002384,""value"":9},{""t"":422591.6999999881,""value"":10}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,6,false,8,true,17,drought,Eh-r6-rain,0.8680311423929229,mid,Eh-r6-price,0.22412116996219614,2,1,17,2026-06-08T04:59:05.909Z,2026-06-08T04:59:14.520Z,8610.599999964237,"[{""t"":428485.60000002384,""value"":1},{""t"":428677.8000000119,""value"":2},{""t"":429445.90000003576,""value"":3},{""t"":429988.40000003576,""value"":4},{""t"":430197.6999999881,""value"":5},{""t"":430329,""value"":6},{""t"":430576.40000003576,""value"":7},{""t"":430723.1999999881,""value"":8},{""t"":431331.60000002384,""value"":9},{""t"":432083.3000000119,""value"":10},{""t"":433690.40000003576,""value"":9},{""t"":433865.6999999881,""value"":8}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,7,false,3,true,22,normal,Eh-r7-rain,0.3506062761921879,mid,Eh-r7-price,0.4408295815501013,12.29,1,26.29,2026-06-08T04:59:17.561Z,2026-06-08T04:59:21.247Z,3686.600000023842,"[{""t"":439894.5,""value"":1},{""t"":440103.6999999881,""value"":2},{""t"":440249.1999999881,""value"":3}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,8,false,8,true,17,drought,Eh-r8-rain,0.8636176663353134,mid,Eh-r8-price,0.3280382929581069,2,1,17,2026-06-08T04:59:25.714Z,2026-06-08T04:59:32.379Z,6664.399999976158,"[{""t"":448078.90000003576,""value"":1},{""t"":448410.10000002384,""value"":2},{""t"":448582.1999999881,""value"":3},{""t"":448796.8000000119,""value"":4},{""t"":449072.40000003576,""value"":5},{""t"":451302.8000000119,""value"":6},{""t"":451792.5,""value"":7},{""t"":451989.3000000119,""value"":8}]"
0abc10f7-f2cd-484e-a549-b6882a57866e,Eh,1,,en,5,0.3.0-v2,9,false,5,true,20,drought,Eh-r9-rain,0.8275905513478407,low,Eh-r9-price,0.7593682288431075,2,0.6,20,2026-06-08T04:59:38.615Z,2026-06-08T04:59:41.775Z,3159.800000011921,"[{""t"":461205.5,""value"":1},{""t"":461400.60000002384,""value"":2},{""t"":461583.10000002384,""value"":3},{""t"":461746.60000002384,""value"":4},{""t"":461927.1999999881,""value"":5}]"
1e82a795-f0f2-4169-898a-46fc113b9ee5,2,4,,en,5,0.3.0-v2,practice,true,8,true,17,good,2-rpractice-rain,0.28465667075262824,mid,2-rpractice-price,0.6294311629844843,25.216,1,30.216,2026-06-04T16:44:18.565Z,2026-06-04T16:44:27.655Z,9089.79999999993,"[{""t"":135620.8999999999,""value"":1},{""t"":137343.79999999993,""value"":2},{""t"":137543,""value"":3},{""t"":137729.09999999998,""value"":4},{""t"":138244.8999999999,""value"":5},{""t"":138894.69999999995,""value"":6},{""t"":139221.29999999993,""value"":7},{""t"":139788,""value"":8}]"
